ID,City,Locality,BHK,Area_SqFt,Price,Price_Per_SqFt,Year
951,Delhi NCR,Defence Colony,3,1269,40206996,31684,2023
952,Delhi NCR,Defence Colony,2,1188,43477236,36597,2023
953,Delhi NCR,Defence Colony,4,2928,105803280,36135,2023
954,Delhi NCR,Defence Colony,4,2448,69178032,28259,2023
955,Delhi NCR,Defence Colony,1,515,15926890,30926,2023
956,Delhi NCR,Defence Colony,4,2116,73109916,34551,2023
957,Delhi NCR,Defence Colony,2,1466,42192946,28781,2023
958,Delhi NCR,Defence Colony,3,1509,48766353,32317,2023
959,Delhi NCR,Defence Colony,4,2596,77828080,29980,2023
960,Delhi NCR,Defence Colony,2,1406,49683822,35337,2023
961,Delhi NCR,Defence Colony,4,1684,61051736,36254,2023
962,Delhi NCR,Defence Colony,4,3176,87292360,27485,2023
963,Delhi NCR,Greater Kailash,2,1318,41273170,31315,2023
964,Delhi NCR,Greater Kailash,3,1881,45702657,24297,2023
965,Delhi NCR,Greater Kailash,1,650,19409000,29860,2023
966,Delhi NCR,Greater Kailash,3,1920,48706560,25368,2023
967,Delhi NCR,Greater Kailash,2,1166,35924460,30810,2023
968,Delhi NCR,Greater Kailash,3,1524,37027104,24296,2023
969,Delhi NCR,Greater Kailash,4,1660,43287820,26077,2023
970,Delhi NCR,Greater Kailash,1,646,18704930,28955,2023
971,Delhi NCR,Greater Kailash,1,414,13281120,32080,2023
972,Delhi NCR,Greater Kailash,1,722,17459404,24182,2023
973,Delhi NCR,Greater Kailash,1,711,22783995,32045,2023
974,Delhi NCR,Greater Kailash,3,1929,58981104,30576,2023
975,Delhi NCR,Greater Kailash,4,2892,74162448,25644,2023
976,Delhi NCR,Greater Kailash,4,1780,54952160,30872,2023
977,Delhi NCR,Greater Kailash,2,1222,37949210,31055,2023
978,Delhi NCR,Greater Kailash,2,1386,35291718,25463,2023
979,Delhi NCR,Greater Kailash,1,503,15293715,30405,2023
980,Delhi NCR,Greater Kailash,1,752,21712496,28873,2023
981,Delhi NCR,Greater Kailash,4,1932,58844856,30458,2023
982,Delhi NCR,Greater Kailash,1,542,14462728,26684,2023
983,Delhi NCR,Greater Kailash,2,1540,42191380,27397,2023
984,Delhi NCR,Greater Kailash,1,732,17645592,24106,2023
985,Delhi NCR,Greater Kailash,1,726,17890092,24642,2023
986,Delhi NCR,Greater Kailash,4,1640,42838440,26121,2023
987,Delhi NCR,Greater Kailash,4,2584,71631064,27721,2023
988,Delhi NCR,Greater Kailash,1,521,15539346,29826,2023
989,Delhi NCR,Greater Kailash,3,1773,46465011,26207,2023
990,Delhi NCR,Greater Kailash,4,1748,55659816,31842,2023
991,Delhi NCR,Greater Kailash,1,412,12897660,31305,2023
992,Delhi NCR,Greater Kailash,2,1512,40636512,26876,2023
993,Delhi NCR,Greater Kailash,1,562,17917122,31881,2023
994,Delhi NCR,Greater Kailash,3,2115,56134215,26541,2023
995,Delhi NCR,Greater Kailash,4,2492,67122020,26935,2023
996,Delhi NCR,Greater Kailash,4,2432,62159488,25559,2023
997,Delhi NCR,Greater Kailash,1,444,14160048,31892,2023
998,Delhi NCR,Greater Kailash,1,411,10522011,25601,2023
999,Delhi NCR,Greater Kailash,3,1383,42889596,31012,2023
1000,Delhi NCR,Greater Kailash,3,1512,45204264,29897,2023
1001,Delhi NCR,Greater Kailash,2,1576,39136808,24833,2023
1002,Delhi NCR,Greater Kailash,2,1308,41028036,31367,2023
1003,Delhi NCR,Greater Kailash,4,2124,61678836,29039,2023
1004,Delhi NCR,Greater Kailash,4,2580,80036760,31022,2023
1005,Delhi NCR,Greater Kailash,3,1599,44669664,27936,2023
1006,Delhi NCR,Greater Kailash,3,1437,41799456,29088,2023
1007,Delhi NCR,Greater Kailash,2,1152,32033664,27807,2023
1008,Delhi NCR,Greater Kailash,1,674,19550718,29007,2023
1009,Delhi NCR,Greater Kailash,4,2012,57589476,28623,2023
1010,Delhi NCR,Greater Kailash,2,1594,39207618,24597,2023
1011,Delhi NCR,Greater Kailash,2,1062,30685428,28894,2023
1012,Delhi NCR,Greater Kailash,3,1686,48110010,28535,2023
1013,Delhi NCR,Greater Kailash,3,1296,32673456,25211,2023
1014,Delhi NCR,Greater Kailash,1,742,22499666,30323,2023
1015,Delhi NCR,Greater Kailash,4,2364,70487388,29817,2023
1016,Delhi NCR,Greater Kailash,3,2094,57216456,27324,2023
1017,Delhi NCR,Dwarka,2,1168,12762736,10927,2023
1018,Delhi NCR,Dwarka,2,924,8407476,9099,2023
1019,Delhi NCR,Dwarka,4,1884,20386764,10821,2023
1020,Delhi NCR,Dwarka,2,960,11214720,11682,2023
1021,Delhi NCR,Dwarka,2,1362,15981708,11734,2023
1022,Delhi NCR,Dwarka,2,1338,13504434,10093,2023
1023,Delhi NCR,Dwarka,2,1194,11455236,9594,2023
1024,Delhi NCR,Dwarka,4,2524,29336452,11623,2023
1025,Delhi NCR,Dwarka,4,2572,27821324,10817,2023
1026,Delhi NCR,Dwarka,1,743,7883973,10611,2023
1027,Delhi NCR,Dwarka,4,2192,20381216,9298,2023
1028,Delhi NCR,Dwarka,4,2244,24645852,10983,2023
1029,Delhi NCR,Dwarka,4,2188,23260628,10631,2023
1030,Delhi NCR,Dwarka,2,1526,15829198,10373,2023
1031,Delhi NCR,Dwarka,3,1251,12600072,10072,2023
1032,Delhi NCR,Dwarka,1,562,5226038,9299,2023
1033,Delhi NCR,Dwarka,2,1120,10865120,9701,2023
1034,Delhi NCR,Dwarka,2,830,8742390,10533,2023
1035,Delhi NCR,Dwarka,1,597,7120419,11927,2023
1036,Delhi NCR,Dwarka,3,1536,18299904,11914,2023
1037,Delhi NCR,Dwarka,4,2724,27648600,10150,2023
1038,Delhi NCR,Dwarka,1,585,6826950,11670,2023
1039,Delhi NCR,Dwarka,3,1656,15920784,9614,2023
1040,Delhi NCR,Dwarka,3,1554,16408686,10559,2023
1041,Delhi NCR,Dwarka,2,1424,16357488,11487,2023
1042,Delhi NCR,Dwarka,3,1203,11789400,9800,2023
1043,Delhi NCR,Dwarka,3,2280,27248280,11951,2023
1044,Delhi NCR,Dwarka,4,1800,17384400,9658,2023
1045,Delhi NCR,Dwarka,3,1926,18986508,9858,2023
1046,Delhi NCR,Dwarka,3,1746,20625498,11813,2023
1047,Delhi NCR,Dwarka,3,1245,12909405,10369,2023
1048,Delhi NCR,Dwarka,1,410,4115170,10037,2023
1049,Delhi NCR,Dwarka,2,1056,11480832,10872,2023
1050,Delhi NCR,Dwarka,3,2148,23771916,11067,2023
1051,Delhi NCR,Dwarka,3,2139,25334316,11844,2023
1052,Delhi NCR,Dwarka,1,418,4403630,10535,2023
1053,Delhi NCR,Dwarka,3,2028,21892260,10795,2023
1054,Delhi NCR,Dwarka,1,733,7914934,10798,2023
1055,Delhi NCR,Dwarka,2,1260,14861700,11795,2023
1056,Delhi NCR,Dwarka,3,1236,11775372,9527,2023
1057,Delhi NCR,Dwarka,3,1398,15663192,11204,2023
1058,Delhi NCR,Dwarka,4,2792,25605432,9171,2023
1059,Delhi NCR,Dwarka,1,471,5309583,11273,2023
1060,Delhi NCR,Dwarka,3,1659,19625970,11830,2023
1061,Delhi NCR,Dwarka,4,2276,24897164,10939,2023
1062,Delhi NCR,Dwarka,2,1026,10783260,10510,2023
1063,Delhi NCR,Dwarka,4,3088,31216592,10109,2023
1064,Delhi NCR,Dwarka,1,759,7965705,10495,2023
1065,Delhi NCR,Dwarka,1,560,5467280,9763,2023
1066,Delhi NCR,Dwarka,2,882,8061480,9140,2023
1067,Delhi NCR,Dwarka,3,1332,14965020,11235,2023
1068,Delhi NCR,Dwarka,4,3092,32419620,10485,2023
1069,Delhi NCR,Dwarka,4,2008,22485584,11198,2023
1070,Delhi NCR,Dwarka,2,998,9235492,9254,2023
1071,Delhi NCR,Dwarka,3,2004,21148212,10553,2023
1072,Delhi NCR,Dwarka,3,1404,14243580,10145,2023
1073,Delhi NCR,Dwarka,3,1815,18482145,10183,2023
1074,Delhi NCR,Dwarka,2,1230,13301220,10814,2023
1075,Delhi NCR,Dwarka,2,1500,14556000,9704,2023
1076,Delhi NCR,Dwarka,4,1692,15517332,9171,2023
1077,Delhi NCR,Dwarka,2,866,8236526,9511,2023
1078,Delhi NCR,Dwarka,3,1977,20418456,10328,2023
1079,Delhi NCR,Dwarka,4,2880,27008640,9378,2023
1080,Delhi NCR,Dwarka,2,912,9209376,10098,2023
1081,Delhi NCR,Dwarka,3,1293,12474864,9648,2023
1082,Delhi NCR,Dwarka,1,417,4221291,10123,2023
1083,Delhi NCR,Dwarka,1,721,8601530,11930,2023
1084,Delhi NCR,Dwarka,3,2127,23035410,10830,2023
1085,Delhi NCR,Dwarka,2,892,8854884,9927,2023
1086,Delhi NCR,Dwarka,3,1926,19421784,10084,2023
1087,Delhi NCR,Dwarka,3,1764,20031984,11356,2023
1088,Delhi NCR,Dwarka,2,1112,11514760,10355,2023
1089,Delhi NCR,Dwarka,2,992,10984416,11073,2023
1090,Delhi NCR,Dwarka,1,595,6758010,11358,2023
1091,Delhi NCR,Dwarka,1,769,8788901,11429,2023
1092,Delhi NCR,Dwarka,4,2640,27490320,10413,2023
1093,Delhi NCR,Dwarka,1,779,9178178,11782,2023
1094,Delhi NCR,Dwarka,2,1484,17092712,11518,2023
1095,Delhi NCR,Dwarka,4,2764,27678696,10014,2023
1096,Delhi NCR,Rohini,4,3008,34288192,11399,2023
1097,Delhi NCR,Rohini,2,1022,11647734,11397,2023
1098,Delhi NCR,Rohini,1,499,6223029,12471,2023
1099,Delhi NCR,Rohini,3,1455,17513835,12037,2023
1100,Delhi NCR,Rohini,2,940,11140880,11852,2023
1101,Delhi NCR,Rohini,2,976,10290944,10544,2023
1102,Delhi NCR,Rohini,3,2289,23846802,10418,2023
1103,Delhi NCR,Rohini,4,2284,23849528,10442,2023
1104,Delhi NCR,Rohini,3,1716,19596720,11420,2023
1105,Delhi NCR,Rohini,1,766,9362818,12223,2023
1106,Delhi NCR,Rohini,3,2019,21490236,10644,2023
1107,Delhi NCR,Rohini,1,576,6842304,11879,2023
1108,Delhi NCR,Rohini,1,427,5280282,12366,2023
1109,Delhi NCR,Rohini,1,443,5508705,12435,2023
1110,Delhi NCR,Rohini,3,1569,19195146,12234,2023
1111,Delhi NCR,Rohini,2,1156,12727560,11010,2023
1112,Delhi NCR,Rohini,4,3076,31999628,10403,2023
1113,Delhi NCR,Rohini,3,1830,20166600,11020,2023
1114,Delhi NCR,Rohini,2,1046,13787326,13181,2023
1115,Delhi NCR,Rohini,3,1362,14768166,10843,2023
1116,Delhi NCR,Rohini,3,1299,13040661,10039,2023
1117,Delhi NCR,Rohini,2,1118,13845312,12384,2023
1118,Delhi NCR,Rohini,3,2064,26159136,12674,2023
1119,Delhi NCR,Rohini,2,1020,10763040,10552,2023
1120,Delhi NCR,Rohini,2,926,12463960,13460,2023
1121,Delhi NCR,Rohini,1,445,6011505,13509,2023
1122,Delhi NCR,Rohini,4,2312,28793648,12454,2023
1123,Delhi NCR,Rohini,2,1126,11468310,10185,2023
1124,Delhi NCR,Rohini,3,1491,15164961,10171,2023
1125,Delhi NCR,Rohini,3,1863,21504609,11543,2023
1126,Delhi NCR,Rohini,3,1551,16456110,10610,2023
1127,Delhi NCR,Rohini,1,716,8708708,12163,2023
1128,Delhi NCR,Rohini,1,673,8905136,13232,2023
1129,Delhi NCR,Rohini,1,657,8638236,13148,2023
1130,Delhi NCR,Rohini,2,1164,14255508,12247,2023
1131,Delhi NCR,Rohini,3,1251,13578354,10854,2023
1132,Delhi NCR,Rohini,1,685,8915960,13016,2023
1133,Delhi NCR,Rohini,2,860,8791780,10223,2023
1134,Delhi NCR,Rohini,1,554,5575456,10064,2023
1135,Delhi NCR,Rohini,1,648,8431128,13011,2023
1136,Delhi NCR,Rohini,4,2424,31902264,13161,2023
1137,Delhi NCR,Rohini,3,1374,18201378,13247,2023
1138,Delhi NCR,Rohini,3,1959,21707679,11081,2023
1139,Delhi NCR,Rohini,4,2880,38522880,13376,2023
1140,Delhi NCR,Rohini,3,1701,20759004,12204,2023
1141,Delhi NCR,Rohini,4,3200,32422400,10132,2023
1142,Delhi NCR,Rohini,1,727,9503344,13072,2023
1143,Delhi NCR,Rohini,4,2756,31250284,11339,2023
1144,Delhi NCR,Rohini,3,1311,16586772,12652,2023
1145,Delhi NCR,Rohini,3,2175,22139325,10179,2023
1146,Delhi NCR,Rohini,2,1034,13460612,13018,2023
1147,Delhi NCR,Rohini,4,2268,28182168,12426,2023
1148,Delhi NCR,Rohini,2,1334,15519756,11634,2023
1149,Delhi NCR,Rohini,2,1064,11749752,11043,2023
1150,Delhi NCR,Rohini,1,636,6922860,10885,2023
1151,Delhi NCR,Rohini,4,2064,24163248,11707,2023
1152,Delhi NCR,Rohini,3,1842,23756274,12897,2023
1153,Delhi NCR,Rohini,3,2106,27011556,12826,2023
1154,Delhi NCR,Rohini,4,2616,28289424,10814,2023
1155,Delhi NCR,Rohini,2,1168,14402608,12331,2023
1156,Delhi NCR,Rohini,2,1184,15113760,12765,2023
1157,Delhi NCR,Rohini,1,581,5858223,10083,2023
1158,Delhi NCR,Rohini,3,2265,27469920,12128,2023
1159,Delhi NCR,Rohini,4,2932,38429724,13107,2023
1160,Delhi NCR,Rohini,3,1473,19439181,13197,2023
1161,Delhi NCR,Rohini,3,2274,25320990,11135,2023
1162,Delhi NCR,Janakpuri,3,2130,27253350,12795,2023
1163,Delhi NCR,Janakpuri,1,441,4777353,10833,2023
1164,Delhi NCR,Janakpuri,4,2360,33545040,14214,2023
1165,Delhi NCR,Janakpuri,2,1244,14995176,12054,2023
1166,Delhi NCR,Janakpuri,4,1944,25050384,12886,2023
1167,Delhi NCR,Janakpuri,1,691,9131565,13215,2023
1168,Delhi NCR,Janakpuri,2,1126,15072636,13386,2023
1169,Delhi NCR,Janakpuri,2,1434,17038788,11882,2023
1170,Delhi NCR,Janakpuri,4,2152,23181344,10772,2023
1171,Delhi NCR,Janakpuri,3,2010,23366250,11625,2023
1172,Delhi NCR,Janakpuri,4,2768,35366736,12777,2023
1173,Delhi NCR,Janakpuri,3,1401,18473586,13186,2023
1174,Delhi NCR,Janakpuri,2,904,11541368,12767,2023
1175,Delhi NCR,Janakpuri,2,1092,12917268,11829,2023
1176,Delhi NCR,Janakpuri,3,2358,32891742,13949,2023
1177,Delhi NCR,Janakpuri,4,2652,31521672,11886,2023
1178,Delhi NCR,Janakpuri,2,1266,13537338,10693,2023
1179,Delhi NCR,Janakpuri,2,1048,14332448,13676,2023
1180,Delhi NCR,Janakpuri,4,3124,44623216,14284,2023
1181,Delhi NCR,Janakpuri,3,1500,17953500,11969,2023
1182,Delhi NCR,Janakpuri,4,2244,25496328,11362,2023
1183,Delhi NCR,Janakpuri,4,2520,31311000,12425,2023
1184,Delhi NCR,Janakpuri,4,2488,31002968,12461,2023
1185,Delhi NCR,Janakpuri,4,2628,33601608,12786,2023
1186,Delhi NCR,Janakpuri,3,1479,18321852,12388,2023
1187,Delhi NCR,Janakpuri,3,1908,24347988,12761,2023
1188,Delhi NCR,Janakpuri,2,1102,11987556,10878,2023
1189,Delhi NCR,Janakpuri,2,1442,16679614,11567,2023
1190,Delhi NCR,Janakpuri,2,1012,12583208,12434,2023
1191,Delhi NCR,Janakpuri,3,1866,20863746,11181,2023
1192,Delhi NCR,Janakpuri,4,2832,33326976,11768,2023
1193,Delhi NCR,Janakpuri,2,1208,16788784,13898,2023
1194,Delhi NCR,Janakpuri,3,1221,16356516,13396,2023
1195,Delhi NCR,Janakpuri,4,2160,26749440,12384,2023
1196,Delhi NCR,Janakpuri,2,1058,12736204,12038,2023
1197,Delhi NCR,Janakpuri,3,1884,26775408,14212,2023
1198,Delhi NCR,Janakpuri,3,2247,30222150,13450,2023
1199,Delhi NCR,Janakpuri,1,460,6515440,14164,2023
1200,Delhi NCR,Janakpuri,2,1464,20986440,14335,2023
1201,Delhi NCR,Janakpuri,1,745,8204685,11013,2023
1202,Delhi NCR,Janakpuri,1,777,9546222,12286,2023
1203,Delhi NCR,Janakpuri,2,858,10247952,11944,2023
1204,Delhi NCR,Janakpuri,3,2220,31681620,14271,2023
1205,Delhi NCR,Janakpuri,1,435,5756355,13233,2023
1206,Delhi NCR,Janakpuri,3,1782,20489436,11498,2023
1207,Delhi NCR,Janakpuri,4,2072,28110824,13567,2023
1208,Delhi NCR,Janakpuri,1,779,9851234,12646,2023
1209,Delhi NCR,Janakpuri,1,631,8359488,13248,2023
1210,Delhi NCR,Janakpuri,1,713,9281121,13017,2023
1211,Delhi NCR,Janakpuri,3,1827,23529933,12879,2023
1212,Delhi NCR,Janakpuri,4,2424,31240512,12888,2023
1213,Delhi NCR,Janakpuri,1,523,6972636,13332,2023
1214,Delhi NCR,Janakpuri,4,3024,36269856,11994,2023
1215,Delhi NCR,Janakpuri,4,1832,22986104,12547,2023
1216,Delhi NCR,Janakpuri,3,1575,18833850,11958,2023
1217,Delhi NCR,Janakpuri,2,804,11050980,13745,2023
1218,Delhi NCR,Janakpuri,4,1892,20706048,10944,2023
1219,Delhi NCR,Janakpuri,4,1900,25207300,13267,2023
1220,Delhi NCR,Janakpuri,3,1806,23214324,12854,2023
1221,Delhi NCR,Janakpuri,2,1528,20702872,13549,2023
1222,Delhi NCR,Janakpuri,2,966,10987284,11374,2023
1223,Delhi NCR,Janakpuri,1,629,8410988,13372,2023
1224,Delhi NCR,Janakpuri,2,1332,18482832,13876,2023
1225,Delhi NCR,Janakpuri,3,1599,17728113,11087,2023
1226,Delhi NCR,Janakpuri,3,1806,22360086,12381,2023
1227,Delhi NCR,Janakpuri,2,1392,19204032,13796,2023
1228,Delhi NCR,Janakpuri,2,838,10475000,12500,2023
1229,Delhi NCR,Janakpuri,3,1728,22723200,13150,2023
1230,Delhi NCR,Janakpuri,1,447,5804295,12985,2023
1231,Delhi NCR,Janakpuri,1,515,6254675,12145,2023
1232,Delhi NCR,Janakpuri,3,2073,22056720,10640,2023
1233,Delhi NCR,Janakpuri,1,731,10263240,14040,2023
1234,Delhi NCR,Janakpuri,4,2256,29111424,12904,2023
1235,Delhi NCR,Janakpuri,1,509,6932580,13620,2023
1236,Delhi NCR,Janakpuri,4,1716,22024860,12835,2023
1237,Delhi NCR,Janakpuri,4,2228,28409228,12751,2023
1238,Delhi NCR,Janakpuri,3,1941,26127801,13461,2023
1239,Delhi NCR,Janakpuri,3,1740,21410700,12305,2023
1240,Delhi NCR,Janakpuri,3,1782,22102146,12403,2023
1241,Delhi NCR,Janakpuri,3,1233,15405102,12494,2023
1242,Delhi NCR,Janakpuri,2,1294,13849682,10703,2023
1243,Delhi NCR,Janakpuri,2,1248,16709472,13389,2023
1244,Delhi NCR,Janakpuri,3,1224,14249808,11642,2023
1245,Delhi NCR,Janakpuri,3,1533,22013880,14360,2023
1246,Delhi NCR,Janakpuri,2,964,12315100,12775,2023
1247,Delhi NCR,Janakpuri,3,1479,21241398,14362,2023
1248,Delhi NCR,Janakpuri,1,669,7656705,11445,2023
1249,Delhi NCR,Janakpuri,3,2241,28716174,12814,2023
1250,Delhi NCR,Janakpuri,4,2360,32785120,13892,2023
1251,Delhi NCR,Janakpuri,1,780,10278060,13177,2023
1252,Delhi NCR,Janakpuri,4,2640,31996800,12120,2023
1253,Delhi NCR,Janakpuri,4,2228,31281120,14040,2023
1254,Delhi NCR,Janakpuri,4,2628,34573968,13156,2023
1255,Hyderabad,Banjara Hills,2,1262,20299270,16085,2023
1256,Hyderabad,Banjara Hills,2,870,10852380,12474,2023
1257,Hyderabad,Banjara Hills,1,669,10608333,15857,2023
1258,Hyderabad,Banjara Hills,2,1084,16850780,15545,2023
1259,Hyderabad,Banjara Hills,4,3168,43857792,13844,2023
1260,Hyderabad,Banjara Hills,2,838,12602682,15039,2023
1261,Hyderabad,Banjara Hills,3,1251,18873837,15087,2023
1262,Hyderabad,Banjara Hills,2,1332,20679300,15525,2023
1263,Hyderabad,Banjara Hills,3,1905,26706195,14019,2023
1264,Hyderabad,Banjara Hills,3,1464,20687784,14131,2023
1265,Hyderabad,Banjara Hills,4,2380,37918160,15932,2023
1266,Hyderabad,Banjara Hills,4,1840,23415840,12726,2023
1267,Hyderabad,Banjara Hills,1,746,10094126,13531,2023
1268,Hyderabad,Banjara Hills,1,597,7541901,12633,2023
1269,Hyderabad,Banjara Hills,4,1828,26577292,14539,2023
1270,Hyderabad,Banjara Hills,2,1548,20610072,13314,2023
1271,Hyderabad,Banjara Hills,4,1712,27130064,15847,2023
1272,Hyderabad,Banjara Hills,3,2190,31652070,14453,2023
1273,Hyderabad,Banjara Hills,4,2372,35698600,15050,2023
1274,Hyderabad,Banjara Hills,4,2496,33815808,13548,2023
1275,Hyderabad,Banjara Hills,3,1425,20232150,14198,2023
1276,Hyderabad,Banjara Hills,3,1608,20826816,12952,2023
1277,Hyderabad,Banjara Hills,2,1128,14444040,12805,2023
1278,Hyderabad,Banjara Hills,2,888,11179920,12590,2023
1279,Hyderabad,Banjara Hills,1,555,8851140,15948,2023
1280,Hyderabad,Banjara Hills,2,1342,19723374,14697,2023
1281,Hyderabad,Banjara Hills,4,2540,33502600,13190,2023
1282,Hyderabad,Banjara Hills,3,1515,24982350,16490,2023
1283,Hyderabad,Banjara Hills,3,1218,19077534,15663,2023
1284,Hyderabad,Banjara Hills,1,636,8434632,13262,2023
1285,Hyderabad,Banjara Hills,1,757,11836452,15636,2023
1286,Hyderabad,Banjara Hills,3,1395,21912660,15708,2023
1287,Hyderabad,Banjara Hills,4,2944,47801728,16237,2023
1288,Hyderabad,Banjara Hills,1,696,10000824,14369,2023
1289,Hyderabad,Banjara Hills,1,445,7253500,16300,2023
1290,Hyderabad,Banjara Hills,3,1989,26714259,13431,2023
1291,Hyderabad,Banjara Hills,4,3132,45056952,14386,2023
1292,Hyderabad,Banjara Hills,2,1026,14849298,14473,2023
1293,Hyderabad,Banjara Hills,1,536,7728048,14418,2023
1294,Hyderabad,Banjara Hills,2,956,14201380,14855,2023
1295,Hyderabad,Banjara Hills,2,1548,22175100,14325,2023
1296,Hyderabad,Banjara Hills,3,1635,21076785,12891,2023
1297,Hyderabad,Banjara Hills,2,860,13402240,15584,2023
1298,Hyderabad,Banjara Hills,2,946,13423740,14190,2023
1299,Hyderabad,Banjara Hills,1,795,12989505,16339,2023
1300,Hyderabad,Banjara Hills,2,814,13499376,16584,2023
1301,Hyderabad,Banjara Hills,1,590,8090080,13712,2023
1302,Hyderabad,Banjara Hills,1,640,10416640,16276,2023
1303,Hyderabad,Banjara Hills,3,1809,27478710,15190,2023
1304,Hyderabad,Banjara Hills,4,3088,48830544,15813,2023
1305,Hyderabad,Banjara Hills,4,2832,38073408,13444,2023
1306,Hyderabad,Banjara Hills,2,978,13215714,13513,2023
1307,Hyderabad,Banjara Hills,2,1076,13429556,12481,2023
1308,Hyderabad,Banjara Hills,2,1332,19945368,14974,2023
1309,Hyderabad,Banjara Hills,1,699,8901765,12735,2023
1310,Hyderabad,Banjara Hills,2,1352,20978984,15517,2023
1311,Hyderabad,Banjara Hills,2,1006,13272158,13193,2023
1312,Hyderabad,Banjara Hills,2,1550,20345300,13126,2023
1313,Hyderabad,Banjara Hills,3,1287,17696250,13750,2023
1314,Hyderabad,Banjara Hills,3,2166,29098044,13434,2023
1315,Hyderabad,Banjara Hills,1,723,11251326,15562,2023
1316,Hyderabad,Banjara Hills,2,1058,13851336,13092,2023
1317,Hyderabad,Banjara Hills,2,862,11365470,13185,2023
1318,Hyderabad,Banjara Hills,4,2904,36840144,12686,2023
1319,Hyderabad,Banjara Hills,3,1617,23617902,14606,2023
1320,Hyderabad,Banjara Hills,3,1641,26447997,16117,2023
1321,Hyderabad,Banjara Hills,4,2196,34246620,15595,2023
1322,Hyderabad,Banjara Hills,4,2180,35019520,16064,2023
1323,Hyderabad,Banjara Hills,1,722,9086370,12585,2023
1324,Hyderabad,Banjara Hills,3,2001,30825405,15405,2023
1325,Hyderabad,Banjara Hills,1,585,8783775,15015,2023
1326,Hyderabad,Banjara Hills,1,461,5771720,12520,2023
1327,Hyderabad,Banjara Hills,2,828,10390572,12549,2023
1328,Hyderabad,Banjara Hills,2,1282,16222428,12654,2023
1329,Hyderabad,Banjara Hills,4,3088,48543360,15720,2023
1330,Hyderabad,Banjara Hills,2,1362,21718452,15946,2023
1331,Hyderabad,Banjara Hills,1,541,6895586,12746,2023
1332,Hyderabad,Banjara Hills,1,664,9138632,13763,2023
1333,Hyderabad,Banjara Hills,1,415,5370515,12941,2023
1334,Hyderabad,Banjara Hills,1,403,6066359,15053,2023
1335,Hyderabad,Banjara Hills,2,910,12754560,14016,2023
1336,Hyderabad,Banjara Hills,2,1570,25881450,16485,2023
1337,Hyderabad,Banjara Hills,1,687,9798681,14263,2023
1338,Hyderabad,Banjara Hills,3,2247,35381262,15746,2023
1339,Hyderabad,Banjara Hills,3,2106,28734264,13644,2023
1340,Hyderabad,Jubilee Hills,2,1342,23577598,17569,2023
1341,Hyderabad,Jubilee Hills,2,980,13562220,13839,2023
1342,Hyderabad,Jubilee Hills,4,2236,32878144,14704,2023
1343,Hyderabad,Jubilee Hills,2,1344,22362816,16639,2023
1344,Hyderabad,Jubilee Hills,3,1422,23919462,16821,2023
1345,Hyderabad,Jubilee Hills,3,1608,25079976,15597,2023
1346,Hyderabad,Jubilee Hills,4,3196,51414052,16087,2023
1347,Hyderabad,Jubilee Hills,1,543,8887281,16367,2023
1348,Hyderabad,Jubilee Hills,1,773,11296622,14614,2023
1349,Hyderabad,Jubilee Hills,4,2180,36600020,16789,2023
1350,Hyderabad,Jubilee Hills,4,2484,35257896,14194,2023
1351,Hyderabad,Jubilee Hills,4,2376,35212320,14820,2023
1352,Hyderabad,Jubilee Hills,2,1082,17797818,16449,2023
1353,Hyderabad,Jubilee Hills,3,2388,42969672,17994,2023
1354,Hyderabad,Jubilee Hills,3,1815,25890975,14265,2023
1355,Hyderabad,Jubilee Hills,3,2073,35091744,16928,2023
1356,Hyderabad,Jubilee Hills,2,910,13073970,14367,2023
1357,Hyderabad,Jubilee Hills,2,878,15720590,17905,2023
1358,Hyderabad,Jubilee Hills,3,1617,27450192,16976,2023
1359,Hyderabad,Jubilee Hills,4,2284,33887708,14837,2023
1360,Hyderabad,Jubilee Hills,3,1812,26647272,14706,2023
1361,Hyderabad,Jubilee Hills,2,1256,21079448,16783,2023
1362,Hyderabad,Jubilee Hills,4,2072,36289008,17514,2023
1363,Hyderabad,Jubilee Hills,2,1380,19394520,14054,2023
1364,Hyderabad,Jubilee Hills,2,1416,25742880,18180,2023
1365,Hyderabad,Jubilee Hills,2,1422,20661660,14530,2023
1366,Hyderabad,Jubilee Hills,1,444,7809516,17589,2023
1367,Hyderabad,Jubilee Hills,3,1920,32941440,17157,2023
1368,Hyderabad,Jubilee Hills,4,3012,46170948,15329,2023
1369,Hyderabad,Jubilee Hills,3,1878,32765466,17447,2023
1370,Hyderabad,Jubilee Hills,3,1479,26962170,18230,2023
1371,Hyderabad,Jubilee Hills,3,2118,35789964,16898,2023
1372,Hyderabad,Jubilee Hills,4,2248,35462200,15775,2023
1373,Hyderabad,Jubilee Hills,4,2320,39356480,16964,2023
1374,Hyderabad,Jubilee Hills,4,2756,50040692,18157,2023
1375,Hyderabad,Jubilee Hills,3,1329,23737269,17861,2023
1376,Hyderabad,Jubilee Hills,1,412,5677360,13780,2023
1377,Hyderabad,Jubilee Hills,3,1599,26222001,16399,2023
1378,Hyderabad,Jubilee Hills,4,3176,45985304,14479,2023
1379,Hyderabad,Jubilee Hills,1,422,6517790,15445,2023
1380,Hyderabad,Jubilee Hills,3,1344,19630464,14606,2023
1381,Hyderabad,Jubilee Hills,4,2920,43998560,15068,2023
